Created on 11-22-2020,
1501286400,1578441.6
1501200000,4449686.68
1501113600,2369748.29
1501027200,2041537.69
1500940800,3911222.34
1500854400,1947915.31
1500768000,3415862.36
1500681600,3306885.41
1500595200,3271276.07
1500508800,6635727.89
1500422400,3500867.45
1500336000,4627862.47
1500249600,3523300.26
1500163200,3857813.98
1500076800,5333504.63
1499990400,3370833.6
1499904000,2679485.01
1499817600,2978976.63
1499731200,3396236.78
1499644800,3574720.14
1499558400,1590218.56
1499472000,1852009.52
1499385600,2970753.26
1499299200,1897794.45
1499212800,3480565.58
1499126400,3773456.94
1499040000,4295505.38
1498953600,3010965.92
1498867200,1515589.43
1498780800,2041670.29
1498694400,2266074.77
1498608000,2988786.25
1498521600,5246966.02
1498435200,7550265.01
1498348800,4837565.92
1498262400,3829041.81
1498176000,1808912.12
1498089600,4093991.78
1498003200,6527213.05
1497916800,7281301.49
1497830400,5737020.78
1497744000,6523310.86
1497657600,8893309.13
1497571200,5335027.39
1497484800,7645621.75
1497398400,7123970.19
1497312000,6494994.23
1497225600,13300542.34
1497139200,10985603.48
1497052800,7009867.09
1496966400,6527169.64
1496880000,7962351.76
1496793600,10656504.52
1496707200,8925683.66
1496620800,9132394.81
1496534400,3943848.69
1496448000,5557206.44
1496361600,7985146.76
1496275200,9302868.74
1496188800,11243733.2
1496102400,7630527.18
1496016000,9367931.33
1495929600,13482187.03
1495843200,16367221.56
1495756800,20693361.17
1495670400,22500248.02
1495584000,22978508.67
1495497600,18014940.02
1495411200,16319744.87
1495324800,8440326.47
1495238400,8925649.82
1495152000,7120060.41
1495065600,7216847.49
1494979200,10195703.74
1494892800,6329566.18
1494806400,9452273.37
1494720000,3318382.54
1494633600,9261604.32
1494547200,11707076.3
1494460800,10908364.46
1494374400,14951566.8
1494288000,11886187.82
1494201600,6563584.25
1494115200,4259611.21
1494028800,5148178.86
1493942400,10458614.51
1493856000,9925826.48
1493769600,6930430.68
1493683200,4438986.41
1493596800,5228046.43
1493510400,3566722.08
1493424000,1849305.79
1493337600,6258335.37
1493251200,3852904.67
1493164800,6100850.1
1493078400,5844814.76
1492992000,5528818.46
1492905600,14781000.44
1492819200,6093584.41
1492732800,3112323.68
1492646400,2615516.09
1492560000,3494615.09
1492473600,1779067.12
1492387200,2298275.51
1492300800,972729.09
1492214400,1358276.09
1492128000,2548538.21
1492041600,3888938.23
1491955200,2773009.31
1491868800,1895697.55
1491782400,2814869.01
1491696000,2527008.16
1491609600,2204252.57
1491523200,4548007.56
1491436800,5881297.61
1491350400,5607600.76
1491264000,5505308.77
1491177600,6226850.05
1491091200,5574755.32
1491004800,3521955.68
1490918400,6736424.75
1490832000,6348522.21
1490745600,2578799.02
1490659200,3305716.64
1490572800,4783701.61
1490486400,3909765.7
1490400000,4714870.25
1490313600,7309213.1
1490227200,2188327.22
1490140800,5138082.04
1490054400,4124652.57
1489968000,2237303.59
1489881600,3772521.21
1489795200,9433069.78
1489708800,10117476.01
1489622400,5239993.43
1489536000,1543247.49
1489449600,2193258.33
1489363200,3173128.54
1489276800,2212892.54
1489190400,3167334.51
1489104000,8527189.23
1489017600,3538221.12
1488931200,7064600.43
1488844800,5782465.31
1488758400,2573215.47
1488672000,2144996.01
1488585600,2781355.15
1488499200,3375425.04
1488412800,4536297.65
1488326400,3028991.39
1488240000,2550671.89
1488153600,1851573.08
1488067200,1646455.12
1487980800,2916241.84
1487894400,6920527.88
1487808000,6544839.49
1487721600,4291719.83
1487635200,3968220.81
1487548800,1807282.87
1487462400,983702.42
1487376000,1376855.61
1487289600,5720727.52
1487203200,2596827.09
1487116800,1921679.69
1487030400,2820594.84
1486944000,2442672.19
1486857600,939971.37
1486771200,1896177.68
1486684800,3042115.88
1486598400,10099387.82
1486512000,4275902.73
1486425600,1562744.07
1486339200,839240.82
1486252800,1078413.73
1486166400,1414363.59
1486080000,2275052.2
1485993600,1247164.47
1485907200,1148635.95
1485820800,2148494.48
1485734400,622663.82
1485648000,331800.57
1485561600,424888.65
1485475200,965340.92
1485388800,1123189.83
1485302400,1526772.15
1485216000,1839259.87
1485129600,1899031.3
1485043200,2152716.63
1484956800,2394577.27
1484870400,2503959.05
1484784000,3892825.7
1484697600,3770868.65
1484611200,3598130.45
1484524800,1292031.26
1484438400,1242048.02
1484352000,1321929.59
1484265600,2349902.02
1484179200,4404295.71
1484092800,10181888.89
1484006400,1601711.72
1483920000,1879862.48
1483833600,3635720.59
1483747200,5799291.45
1483660800,12289220.61
1483574400,16602708.39
1483488000,6739368.62
1483401600,3887441.29
1483315200,4128639.73
1483228800,2980154.77
1483142400,1216114.64
1483056000,3576821.98
1482969600,2262339.37
1482883200,3470926.91
1482796800,2146074.19
1482710400,1537062.63
1482624000,2115041.23
1482537600,2078402.02
1482451200,4577350.66
1482364800,2958542.05
1482278400,3853873.49
1482192000,3017953.16
1482105600,897659.94
1482019200,603667.85
1481932800,1827741.19
1481846400,1320645.33
1481760000,1105540.38
1481673600,1715619.76
1481587200,1745812.96
1481500800,1212707.52
1481414400,906476.18
1481328000,988174.89
1481241600,1730126.72
1481155200,1184650.33
1481068800,1436567.93
1480982400,1453285.72
1480896000,2673189.13
1480809600,1120653.36
1480723200,899519.19
1480636800,3629500.26
1480550400,2010800.51
1480464000,1581498.79
1480377600,1631716.92
1480291200,2066253.43
1480204800,877629.69
1480118400,1081144.02
1480032000,1456865.16
1479945600,1639185.65
1479859200,2553226.54
1479772800,3658237.02
1479686400,1691846.08
1479600000,2633961.38
1479513600,1488181.67
1479427200,2336229.68
1479340800,2853140.15
1479254400,5802340.6
1479168000,851423.18
1479081600,527312.96
1478995200,1204841.56
1478908800,1222295.24
1478822400,889420.55
1478736000,1311135.75
1478649600,2972113.26
1478563200,1212239.85
1478476800,1199805.4
1478390400,1474477.95
1478304000,1306909.04
1478217600,1809813.14
1478131200,5547734.91
1478044800,2644705.05
1477958400,2777188.19
1477872000,1390403.01
1477785600,1326943.83
1477699200,2558157.87
1477612800,1536874.69
1477526400,2317063.64
1477440000,1985284.94
1477353600,2184229.44
1477267200,1870891.51
1477180800,1081084.41
1477094400,2085646.95
1477008000,960532.73
1476921600,694973.04
1476835200,1728941.87
1476748800,782400.88
1476662400,1243531.76
1476576000,470649.64
1476489600,678975.14
1476403200,1620268.82
1476316800,1454166.47
1476230400,1198024.15
1476144000,2838289.23
1476057600,2610858.41
1475971200,693946.67
1475884800,672042.46
1475798400,1920887.3
1475712000,627079.58
1475625600,811527.21
1475539200,947562.61
1475452800,1190260.92
1475366400,403338.63
1475280000,969189.35
1475193600,1322841.94
1475107200,1701709.78
1475020800,780114.66
1474934400,1201585.18
1474848000,2534474.38
1474761600,652006.45
1474675200,640875.66
1474588800,1366184.52
1474502400,1081777.73
1474416000,2623775.31
1474329600,2522244.67
1474243200,2028263.24
1474156800,1556016.73
1474070400,643519.24
1473984000,1092490.84
1473897600,561040.64
1473811200,1146938.45
1473724800,1429373.17
1473638400,2253627.57
1473552000,2121445.69
1473465600,429438.99
1473379200,2354280.83
1473292800,1569118.51
1473206400,2319618.55
1473120000,1056541.34
1473033600,1652652.7
1472947200,2803705.43
1472860800,2065753.43
1472774400,915038.14
1472688000,965200.13
1472601600,1229105.98
1472515200,1274304.83
1472428800,866449.25
1472342400,492017.73
1472256000,1088728.29
1472169600,876904.94
1472083200,3010257.6
1471996800,2796302.02
1471910400,1737359.05
1471824000,1640123.87
1471737600,573784.38
1471651200,1202675.8
1471564800,1181542.17
1471478400,1745319.17
1471392000,1790175.12
1471305600,1420575.26
1471219200,1696041.6
1471132800,1357295.01
1471046400,748021.48
1470960000,1538219.95
1470873600,1917986.97
1470787200,2026125.81
1470700800,2257441.21
1470614400,1700891.05
1470528000,1825756.4
1470441600,2366645.05
1470355200,3560201.43
1470268800,3422930.7
1470182400,5907212.43
1470096000,7811478.56
1470009600,2065090.66
1469923200,3032828.4
1469836800,827286.49
1469750400,1122667.84
1469664000,1215693.9
1469577600,1679145.12
1469491200,2505576.35
1469404800,1145558.17
1469318400,552549.2
1469232000,1146940.35
1469145600,1718871.81
1469059200,1399654.39
1468972800,1251068.56
1468886400,1701866.45
1468800000,1377080.76
1468713600,1655079.74
1468627200,936413.78
1468540800,1834726.49
1468454400,2135141.87
1468368000,1616569.19
1468281600,3629689.07
1468195200,3835646.68
1468108800,2395366.93
1468022400,6515530.32
1467936000,5065422.31
1467849600,9626424.27
1467763200,3710944.24
1467676800,4347704.32
1467590400,3406259.41
1467504000,7950377.38
1467417600,6529025.43
1467331200,5856985.19
1467244800,6718052.48
1467158400,5119637.69
1467072000,7174544.61
1466985600,7762012.06
1466899200,5970583.26
1466812800,7529960.74
1466726400,11904021.43
1466640000,15473629.03
1466553600,13617805.21
1466467200,14394146.03
1466380800,10754921.74
1466294400,4466223.04
1466208000,8832887.44
1466121600,12467666.49
1466035200,18603765.3
1465948800,5445502.54
1465862400,9200591.33
1465776000,10262263.22
1465689600,15765350.96
1465603200,2686103.87
1465516800,2950808.4
1465430400,2835917.86
1465344000,3207752.74
1465257600,5044047.94
1465171200,3571478.07
1465084800,3717482.19
1464998400,5623404
1464912000,7274722.97
1464825600,4328518.53
1464739200,5176349.67
1464652800,8436003.61
1464566400,4883944.74
1464480000,3459519.32
1464393600,4238809.38
1464307200,10036722.26
1464220800,2463113.67
1464134400,2265841.36
1464048000,1945886.4
1463961600,2282929.26
1463875200,2095156.75
1463788800,1332666.11
1463702400,4206986.67
1463616000,2967040.46
1463529600,2218473.16
1463443200,3066757.01
1463356800,3508955.13
1463270400,1969434.78
1463184000,1816621.43
1463097600,2210461.57
1463011200,3484425.12
1462924800,2992309.32
1462838400,4973696.77
1462752000,4811369.19
1462665600,2084004.2
1462579200,3060384.62
1462492800,4862345.92
1462406400,3901992.6
1462320000,3852596.83
1462233600,4780515.24
1462147200,4621467.37
1462060800,2164565.84
1461974400,2837099.75
1461888000,3904009.88
1461801600,5514097.22
1461715200,6002171.69
1461628800,4886781.2
1461542400,4206434.26
1461456000,4268101.96
1461369600,2794031.79
1461283200,3153508.01
1461196800,4108931.38
1461110400,4561216
1461024000,3342957.31
1460937600,2754101.94
1460851200,2281049.96
1460764800,2255247.28
1460678400,3698173.53
1460592000,2188117.58
1460505600,2606789.8
1460419200,4097593.73
1460332800,2980875.28
1460246400,1792483.16
1460160000,2297046.76
1460073600,3271428.83
1459987200,2289447.21
1459900800,2263695.22
1459814400,2965842.08
1459728000,1956017.98
1459641600,1955335.56
1459555200,2292773.32
1459468800,3343667
1459382400,4852078.16
1459296000,4929455.35
1459209600,6284430.45
1459123200,5023913.59
1459036800,6964103.25
1458950400,3726417.29
1458864000,3934627.19
1458777600,4700856.84
1458691200,4276997.17
1458604800,5203479.15
1458518400,4878709.89
1458432000,3838150.76
1458345600,3143249.64
1458259200,4601167.65
1458172800,4154106.12
1458086400,4925989.45
1458000000,4715864.91
1457913600,4327298.09
1457827200,4309832.84
1457740800,5927004.56
1457654400,6098376.46
1457568000,4693546.48
1457481600,5068518.96
1457395200,5738682.57
1457308800,4850061.74
1457222400,4859111.88
1457136000,8362791.46
1457049600,6819678.09
1456963200,7117202.49
1456876800,6325165.3
1456790400,7606637.75
1456704000,7338695.32
1456617600,6009283.31
1456531200,4899257.72
1456444800,5733484.78
1456358400,5014670.26
1456272000,6419785.98
1456185600,9444455.77
1456099200,6017608.03
1456012800,9707241.69
1455926400,10556704.6
1455840000,6533277.51
1455753600,7733093.58
1455667200,9101180.4
1455580800,8595667.88
1455494400,8728029.43
1455408000,5840938.68
1455321600,4269041.46
1455235200,5887134.13
1455148800,6513618.35
1455062400,9184672.96
1454976000,7216500.41
1454889600,7310579.61
1454803200,4030813.46
1454716800,5963370.97
1454630400,6208429.17
1454544000,9794381.73
1454457600,5771150.93
1454371200,5515462.49
1454284800,7355194.82
1454198400,4268561.41
1454112000,4201324.67
1454025600,12873274.49
1453939200,6883110.72
1453852800,4594803.71
1453766400,6356820
1453680000,7203788.88
1453593600,6875375.25
1453507200,6145972.13
1453420800,13237205.77
1453334400,9657272.36
1453248000,16991287.66
1453161600,6142069.81
1453075200,5863397.75
1452988800,6217740.38
1452902400,14108387.58
1452816000,21958836.65
1452729600,5044275.67
1452643200,10115855
1452556800,6014243.3
1452470400,6409625.4
1452384000,5587619.95
1452297600,4636046.22
1452211200,9893383.09
1452124800,12451994.77
1452038400,5013819.92
1451952000,5738397.39
1451865600,5775804.45
1451779200,6199613.36
1451692800,4521577.65
1451606400,6261537.53
1451520000,7137408.45
1451433600,7491931.18
1451347200,7197028.8
1451260800,7620231.64
1451174400,7421742.35
1451088000,18849398.01
1451001600,4889462.25
1450915200,10780273.3
1450828800,7002134.09
1450742400,7519035.58
1450656000,12664908.04
1450569600,12747608.39
1450483200,5386581.06
1450396800,8555875.32
1450310400,7762860.94
1450224000,15754312.78
1450137600,6215144.86
1450051200,400161.72
1449964800,0
1449878400,10474214.68
1449792000,14720359.15
1449705600,7856937.82
1449619200,13985025.63
1449532800,6816954.39
1449446400,10062267.48
1449360000,13875522.48
1449273600,9478032.93
1449187200,5490811.11
1449100800,7254740.95
1449014400,8073780.32
1448928000,9503592.37
1448841600,11269551.9
1448755200,6338034.4
1448668800,5350596.54
1448582400,8918561.05
1448496000,14472258.85
1448409600,5898763.45
1448323200,3930604.35
1448236800,3620626.92
1448150400,3368850.07
1448064000,3606471.37
1447977600,8608154.49
1447891200,5349153.01
1447804800,4064220.92
1447718400,4492575.11
1447632000,4196559.05
1447545600,4192112.52
1447459200,3577237.75
1447372800,4848865.11
1447286400,8850110.85
1447200000,12279102.22
1447113600,12562160.11
1447027200,10948388.82
1446940800,6023626.9
1446854400,5398955.55
1446768000,16808506.6
1446681600,6007455.23
1446595200,13962203.85
1446508800,31261271.22
1446422400,15779891.29
1446336000,1763722.25
1446249600,1366259.62
1446163200,3621813.5
1446076800,5735299.68
1445990400,4113584.89
1445904000,3945377.07
1445817600,3610526.76
1445731200,4596265.93
1445644800,2247870.87
1445558400,2726273.66
1445472000,3192328.53
1445385600,2276532.49
1445299200,2632438.05
1445212800,2679078.07
1445126400,2518728.43
1445040000,4430122.53
1444953600,3322693.79
1444867200,1913469.73
1444780800,1951250.71
1444694400,2329707.23
1444608000,1492038.95
1444521600,1305022.89
1444435200,1275305.12
1444348800,1312218.6
1444262400,1352681.29
1444176000,1535865.92
1444089600,1996966.63
1444003200,1625281.17
1443916800,965228.66
1443830400,1079199.88
1443744000,1304807.61
1443657600,1318016.37
1443571200,1279717.4
1443484800,1882578.2
1443398400,2085090.59
1443312000,1001526.84
1443225600,1488346.88
1443139200,1757362.47
1443052800,1910451.92
1442966400,1232430.77
1442880000,1917089.24
1442793600,1706277.94
1442707200,1011150.42
1442620800,1127345.53
1442534400,1374429.49
1442448000,1840878.82
1442361600,1398683.67
1442275200,1306995.95
1442188800,1947887.29
1442102400,1538536.03
1442016000,1387795.58
1441929600,1641054.47
1441843200,1677257.79
1441756800,1927793.4
1441670400,2512473.3
1441584000,1490522.03
1441497600,957286.32
1441411200,482832.64
1441324800,1664911.81
1441238400,1582241.68
1441152000,1666118.41
1441065600,1984382.12
1440979200,1623983.29
1440892800,0
1440806400,195631.43
1440720000,2534533.39
1440633600,1997602.73
1440547200,3142810.09
1440460800,6609402.65
1440374400,15265602.02
1440288000,3139715.12
1440201600,3921169.35
1440115200,3049837.39
1440028800,5070690.51
1439942400,10685306
1439856000,4945649.15
1439769600,3157702.82
1439683200,3957732.79
1439596800,2773758.05
1439510400,3403364.46
1439424000,3820692.48
1439337600,3707465.11
1439251200,3319632.67
1439164800,2786656.14
1439078400,2655335.72
1438992000,2827846.98
1438905600,1874038.63
1438819200,1821892.7
1438732800,2451298.48
1438646400,2468434.32
1438560000,2801378.8
1438473600,2404197.98
1438387200,2148559.32
1438300800,2626480.56
1438214400,2509536.02
1438128000,2766479.18
1438041600,2426483.42
1437955200,2914392.02
1437868800,1381191.81
1437782400,2280196.97
1437696000,3390537.27
1437609600,2250596.02
1437523200,1946437.46
1437436800,2368255.54
1437350400,2326009.54
1437264000,1869785.37
1437177600,2663179.53
1437091200,2838105.05
1437004800,5087915.68
1436918400,2774865.05
1436832000,1914117.94
1436745600,1373615.5
1436659200,1933119.18
1436572800,1981021.67
1436486400,5733057.36
1436400000,1623008.12
1436313600,1378082.92
1436227200,1490511.75
1436140800,129232.61
1436054400,0
1435968000,0
1435881600,0
1435795200,0
1435708800,2459213.09
1435622400,4265677.6
1435536000,4016535.96
1435449600,2131062.76
1435363200,3272315.25
1435276800,1724098.73
1435190400,2224329.22
1435104000,2598916.3
1435017600,2135197.12
1434931200,2300999.76
1434844800,1143037.27
1434758400,3387945.38
1434672000,3050784.95
1434585600,3921491.71
1434499200,5852520.71
1434412800,5738738.05
1434326400,3166317.65
1434240000,2091635.59
1434153600,2219335.9
1434067200,1823295.24
1433980800,1541820.66
1433894400,1559472.43
1433808000,2365376.16
1433721600,3469847.41
1433635200,2056392.91
1433548800,1754860.49
1433462400,2617174.5
1433376000,2363782.15
1433289600,2576862.73
1433203200,2510935.47
1433116800,4042371.71
1433030400,2280849.37
1432944000,2394346.73
1432857600,2032067.91
1432771200,2046839.31
1432684800,2370879.33
1432598400,2309275.32
1432512000,72028.07
1432425600,2422034.95
1432339200,2509179.58
1432252800,4271743.24
1432166400,2513662.89
1432080000,2496100.19
1431993600,2159444.32
1431907200,2771823.4
1431820800,2272866.92
1431734400,1703532.44
1431648000,2942494.91
1431561600,4452155.35
1431475200,5109803.82
1431388800,366922.97
1431302400,4295221.59
1431216000,3479372.38
1431129600,5366471.66
1431043200,5477691.96
1430956800,6526633.72
1430870400,5740992.15
1430784000,5016515.08
1430697600,3697628.96
1430611200,3674907.88
1430524800,2212326.4
1430438400,3606403.65
1430352000,6055649.98
1430265600,4140173.19
1430179200,2983806.7
1430092800,5103515.07
1430006400,5585722.11
1429920000,2587650.81
1429833600,4264383.77
1429747200,1756396.09
1429660800,4047926.34
1429574400,391494.07
1429488000,0
1429401600,0
1429315200,2415796.31
1429228800,4213298.83
1429142400,4964825.45
1429056000,4060607.23
1428969600,5894539.7
1428883200,6128660.13
1428796800,2221845.86
1428710400,3412402.03
1428624000,5802836.96
1428537600,3748345.27
1428451200,6339177.46
1428364800,1323347.98
1428278400,0
1428192000,0
1428105600,1663936.84
1428019200,4399062.28
1427932800,5254067.06
1427846400,3824534.14
1427760000,5081935.32
1427673600,4591204.57
1427587200,4359715.94
1427500800,3131172.82
1427414400,3451692.84
1427328000,5153737.45
1427241600,7367811.63
1427155200,8488465.51
1427068800,5879307.92
1426982400,4548012.2
1426896000,3924334.58
1426809600,3755803.1
1426723200,14107500.37
1426636800,13907583.29
1426550400,5370623.54
1426464000,4479106.89
1426377600,3541789.32
1426291200,6340331.67
1426204800,7528818.19
1426118400,5882438.46
1426032000,6393355.26
1425945600,12468315.56
1425859200,12596235.97
1425772800,4932233.9
1425686400,5026777.65
1425600000,7905386.78
1425513600,4252183.98
1425427200,4688273.08
1425340800,5943464.85
1425254400,2572044.8
1425168000,1871373.08
1425081600,2893115.61
1424995200,7539658.28
1424908800,2692830.72
1424822400,2377155.35
1424736000,2722913.2
1424649600,3356230.44
1424563200,3992532.28
1424476800,3157830
1424390400,5100826
1424304000,3643606.67
1424217600,5156809.02
1424131200,6455871.03
1424044800,6417185.17
1423958400,12547155.41
1423872000,11365918.49
1423785600,8990651.74
1423699200,3313697.55
1423612800,3818031.28
1423526400,5974903.82
1423440000,4932671.5
1423353600,2954886.67
1423267200,5060882.1
1423180800,5788718.39
1423094400,3729791.63
1423008000,4618469.86
1422921600,6162898.41
1422835200,4084653.53
1422748800,4371398.32
1422662400,2400823.13
1422576000,3232200.39
1422489600,2630075.02
1422403200,5577493.04
1422316800,4976571.94
1422230400,9113208.42
1422144000,3882962.94
1422057600,3220047.8
1421971200,3402378.84
1421884800,4045556.45
1421798400,2404747.37
1421712000,3052618.37
1421625600,2444650.53
1421539200,4087112.46
1421452800,3364750.04
1421366400,4122846.98
1421280000,5934009.77
1421193600,6986050.47
1421107200,7016145.2
1421020800,3022743.47
1420934400,3123460.9
1420848000,2515876.03
1420761600,4557483.96
1420675200,4041520.01
1420588800,6408170.91
1420502400,4894336.05
1420416000,10289343.68
1420329600,9456147.16
1420243200,6242975.22
1420156800,2438889.93
1420070400,2410348.21
1419984000,2935272.01
1419897600,2348628.95
1419811200,2682479.5
1419724800,4198543.37
1419638400,2534310.6
1419552000,3895257.19
1419465600,3182415.41
1419379200,4347407.96
1419292800,3809432.73
1419206400,5499127.35
1419120000,3484681.02
1419033600,4369468.67
1418947200,5433169.87
1418860800,9277704.89
1418774400,9117060.81
1418688000,7481815.92
1418601600,4995630.33
1418515200,2973669.65
1418428800,4354819.16
1418342400,4486468.68
1418256000,9070560
1418169600,5407145.09
1418083200,5123443.42
1417996800,2519873.12
1417910400,1464421.92
1417824000,2332474.94
1417737600,4527685.52
1417651200,4053281.74
1417564800,3180457.2
1417478400,2602929.46
1417392000,1051118.76
1417305600,1302685.58
1417219200,24934090.49
1417132800,7968376.21
1417046400,2009915.54
1416960000,3175506.16
1416873600,10068776.39
1416787200,3697693.45
1416700800,2807031.09
1416614400,3223654.31
1416528000,5155161.69
1416441600,4500391.77
1416355200,4617355.38
1416268800,7006756.4
1416182400,5785853.24
1416096000,3879421.26
1416009600,4263558.29
1415923200,10804169.9
1415836800,17663512.1
1415750400,9432464.5
1415664000,5017126.33
1415577600,4750052.18
1415491200,2421835.72
1415404800,2024162.65
1415318400,3697104.8
1415232000,3346047.05
1415145600,3957043.05
1415059200,3621098.7
1414972800,2484533.68
1414886400,2984311.81
1414800000,2969719.85
1414713600,3266992.24
1414627200,3122508.99
1414540800,2186400.29
1414454400,2011533.18
1414368000,2128294.44
1414281600,2325458.82
1414195200,3075657.72
1414108800,4274794.1
1414022400,3285374.68
1413936000,1865105.69
1413849600,1843103
1413763200,1770860.19
1413676800,1329121.65
1413590400,1967089.2
1413504000,3997214.51
1413417600,3975836.29
1413331200,4870236.12
1413244800,6499854.09
1413158400,3843038.9
1413072000,2188206.41
1412985600,3327327.64
1412899200,7196415.39
1412812800,6884734.55
1412726400,4161532.41
1412640000,7010953.15
1412553600,8587290.53
1412467200,5426949.8
1412380800,5466221.9
1412294400,3532087.6
1412208000,3180748.75
1412121600,4249715.7
1412035200,3866374.45
1411948800,4275492
1411862400,3061591.41
1411776000,2586590.92
1411689600,2619377.84
1411603200,3357569.51
1411516800,5946367.66
1411430400,2173235.62
1411344000,1545735.61
1411257600,1585535.29
1411171200,1681245.34
1411084800,2022040.68
1410998400,1146951
1410912000,1347345.76
1410825600,841964.95
1410739200,900832.43
1410652800,883775.37
1410566400,897836.21
1410480000,892487.45
1410393600,924534.41
1410307200,909526.32
1410220800,883350.21
1410134400,896330.2
1410048000,951570.13
1409961600,862433.33
1409875200,876028.55
1409788800,938072.16
1409702400,581113.11
1409616000,891425.53
1409529600,919458.19
1409443200,681549.91
1409356800,435753.55
1409270400,233908.06
1409184000,629631.91
1409097600,378671.99
1409011200,400596.38
1408924800,256617.07
1408838400,373161.86
1408752000,357675.68
1408665600,331521.84
1408579200,379007.04
1408492800,485972.71
1408406400,306581.2
1408320000,352316.62
1408233600,352350.99
1408147200,372269.7
1408060800,225750.81
1407974400,223717.05
1407888000,412212.88
1407801600,252696.79
1407715200,175090.21
1407628800,132960.74
1407542400,222246.25
1407456000,278874.94
1407369600,219988.18
1407283200,133253.82
1407196800,219453.18
1407110400,202354.65
1407024000,176076.99
1406937600,244140.18
1406851200,179675.57
1406764800,155322.69
1406678400,150204.7
1406592000,131075.25
1406505600,154991.91
1406419200,134184.63
1406332800,46688.04
1406246400,22147.88
1406160000,4632.06
